Car Make,Car Model,Year,isElectric,Engine Size (L),Horsepower,Torque (lb-ft),0-60 MPH Time (seconds),Price (in USD)
Teslla,Model Y,2015,True,0.0,714,926,5.9,158408
Mercedez,G-Wagon,2024,False,3.9,562,501,4.1,212928
Awdi,RS6,2021,False,5.4,381,307,5.3,271120
MG,Marvel R,2019,True,0.0,839,293,3.4,136791
Hondda,Insight,2020,True,0.0,808,284,4.9,195150
Nisann,GT-R,2016,False,2.6,303,250,6.1,31056
Hondda,Insight,2021,True,0.0,542,349,4.7,150160
Fiat,500,2016,False,1.9,156,181,8.3,23458
Lada,Granta,2015,False,1.8,162,218,11.8,26840
SsangYong,Rexton,2018,False,1.8,339,337,5.5,58944
Chevrolett,Camaro,2021,False,3.1,224,218,7.0,32074
Infiniti,Q60,2022,False,2.4,170,309,4.9,26237
Awdi,A8,2023,False,5.3,414,468,3.3,225357
Lexas,LS,2018,False,1.8,214,261,6.2,44205
Geely,Okavango,2020,False,2.1,177,171,11.9,23576
BWM,X3,2022,False,5.0,684,361,3.9,194192
Mitsubishi,Galant,2015,False,1.8,144,167,6.5,22279
BWM,X5,2017,False,5.8,641,569,5.1,383039
BYD,Atto 3,2024,True,0.0,374,626,4.2,130223
Hyundai,Genesis,2022,False,1.8,177,176,8.8,32174
Proton,Iriz,2023,False,2.3,142,131,6.8,19579
Skoda,Fabia,2020,False,1.8,270,282,7.9,30847
Peugeot,508,2016,False,3.4,126,189,7.3,38917
Infiniti,QX60,2024,False,2.6,169,206,6.5,75345
Proton,X70,2023,False,1.8,160,117,7.2,25244
Seat,Arona,2016,False,2.7,238,306,7.7,30214
Lamborgini,Huracan,2020,False,4.4,598,360,4.5,288967
Skoda,Octavia,2022,False,1.3,246,236,8.9,58674
Infiniti,Q60,2022,False,3.4,313,159,7.9,43937
Lada,Niva,2022,False,1.2,128,175,6.0,22604
BWM,X3,2024,False,5.0,662,474,3.5,388725
BYD,Han,2017,False,2.2,393,335,7.0,44022
Teslla,Roadster,2018,True,0.0,433,901,6.5,164039
Lada,XRAY,2021,False,1.7,139,92,6.7,13251
Opel,Insignia,2018,False,2.3,142,340,7.0,39396
Infiniti,QX60,2022,False,1.9,278,307,8.1,29483
BWM,X3,2020,False,4.1,631,513,4.6,287004
Lamborgini,Huracan,2022,False,5.4,554,488,2.6,365613
BYD,Han,2015,False,2.7,361,239,8.2,72978
Suzuki,Ignis,2018,False,1.5,155,91,10.0,8216
Lexas,LS,2020,False,3.4,238,248,5.1,38951
BYD,Dolphin,2022,True,0.0,870,869,3.3,174486
Awdi,RS6,2024,False,4.7,751,430,4.4,191530
MG,Cyberster,2016,False,2.2,228,290,6.0,24931
BYD,Atto 3,2022,True,0.0,668,287,3.4,60824
Proton,X70,2015,False,1.0,180,166,11.5,14727
Teslla,Model 3,2017,True,0.0,471,816,5.8,104479
McLarren,GT,2015,False,4.0,706,498,2.9,298115
Acurra,MDX,2023,False,1.3,179,190,4.3,38340
McLarren,P1,2017,False,2.0,765,344,3.8,294413
Suzuki,Baleno,2020,False,2.0,92,176,7.0,21151
Porche,Taycan,2020,True,0.0,263,450,5.8,141044
Mitsubishi,Mirage,2015,False,1.5,113,208,7.5,16061
Nisann,370Z,2015,False,2.1,272,294,7.4,46092
SsangYong,Korando,2023,False,2.4,348,181,7.9,74215
Mazada,MX-5 Miata,2023,False,1.5,286,263,8.0,69954
Hondda,Civic,2017,False,3.2,187,253,5.4,41867
Awdi,Q7,2021,False,5.9,598,329,3.3,231101
Porche,Panamera,2020,False,5.8,553,479,4.9,90414
MG,HS,2016,False,2.9,253,300,6.3,48538
Nisann,Leaf,2023,True,0.0,638,787,3.6,117059
Fiat,Tipo,2024,False,1.0,107,211,8.4,14745
Awdi,TT,2020,False,2.6,765,390,4.0,134025
Lada,Largus,2019,False,1.1,193,202,7.6,17638
Acurra,MDX,2017,False,2.5,310,322,4.7,16272
Great Wall,Wey VV7,2015,False,1.2,175,325,4.4,21575
Porche,Macan,2019,False,2.8,635,331,3.9,255209
Seat,Ateca,2023,False,1.2,369,272,5.8,63523
Chevrolett,Silverado,2023,False,3.8,143,181,5.9,26740
Proton,Persona,2018,False,1.8,134,189,8.0,24575
Citroen,C5,2024,False,1.6,178,346,8.2,24507
Awdi,Q7,2018,False,4.7,635,529,2.6,98945
Proton,Exora,2022,False,2.1,198,154,8.9,22107
Chevrolett,Tahoe,2017,False,3.2,265,333,6.0,58711
Seat,Tarraco,2018,False,1.1,371,191,6.3,77507
Perodua,Aruz,2019,False,1.8,102,195,9.8,19818
Mercedez,EQS,2017,True,0.0,675,278,6.2,178915
Chery,Arrizo,2018,False,1.9,164,180,9.6,33155
Infiniti,G37,2024,False,3.0,288,245,8.7,22991
Infiniti,Q50,2015,False,3.3,324,277,4.2,71081
Mitsubishi,Eclipse Cross,2017,False,1.9,111,148,10.2,22836
Great Wall,Wey VV7,2017,False,1.5,260,225,8.9,47783
Suzuki,Ignis,2020,False,1.0,84,159,8.2,31942
Proton,Saga,2021,False,1.3,196,189,7.9,22624
Infiniti,G37,2016,False,3.1,343,323,5.8,66638
Kia,Forte,2017,False,1.8,153,122,11.5,10473
Peugeot,5008,2015,False,3.2,286,179,8.2,61063
McLarren,570S,2020,False,4.2,381,344,5.5,311485
BWM,i4,2016,True,0.0,575,354,2.4,133334
Volkswagon,Atlas,2023,False,2.8,363,226,5.4,17933
Proton,Persona,2019,False,1.5,84,162,11.3,25843
BYD,Seal,2016,True,0.0,247,793,2.4,146876
Lamborgini,Huracan,2019,False,2.7,524,487,4.5,297749
Kia,Optima,2022,False,1.6,140,121,8.1,33309
Infiniti,QX50,2022,False,2.2,221,279,9.0,20348
Suburu,Outback,2019,False,3.4,343,161,6.6,18735
Dacia,Spring,2015,False,1.8,131,135,11.7,25098
Skoda,Karoq,2024,False,2.6,279,287,7.2,46943
MG,HS,2019,False,3.6,389,329,7.1,46544
Perodua,Bezza,2017,False,1.6,109,136,7.7,8851
Toyoto,Prius,2021,True,0.0,700,388,3.2,126414
Infiniti,QX80,2016,False,2.2,164,337,7.7,74432
Fourd,Mach-E,2018,True,0.0,672,285,4.0,194465
Chevrolett,Silverado,2023,False,2.9,300,327,8.5,19334
Fiat,500,2021,False,2.4,113,143,11.4,15735
Lexas,NX,2018,False,2.4,205,235,8.1,55181
Peugeot,208,2019,False,1.3,244,321,5.4,78577
Suburu,Ascent,2024,False,3.3,254,289,4.8,77962
Seat,Ibiza,2018,False,2.7,373,178,5.4,53329
Awdi,A4,2021,False,3.5,596,552,4.2,393965
Lamborgini,Murcielago,2023,False,3.6,465,504,3.7,259854
Awdi,RS6,2021,False,4.3,576,295,2.5,354353
Hondda,Accord,2023,False,1.0,389,291,7.3,18114
Acurra,NSX,2019,False,1.5,254,256,4.9,35056
Proton,Saga,2022,False,1.3,149,172,10.7,11774
Renault,Megane,2019,False,2.5,222,298,5.4,72013
Lamborgini,Gallardo,2024,False,4.3,364,412,3.8,325037
Chevrolett,Bolt,2020,True,0.0,914,1001,2.3,172437
Suzuki,Baleno,2020,False,2.2,151,173,7.6,14061
Volkswagon,Jetta,2016,False,2.1,121,273,4.7,58281
Citroen,C3,2015,False,1.6,200,286,7.3,33284
Mitsubishi,Mirage,2016,False,2.4,132,213,11.2,33937
Perodua,Aruz,2018,False,2.5,84,150,9.4,25802
Kia,Optima,2023,False,1.5,151,139,8.6,21602
Infiniti,QX80,2016,False,2.9,158,248,9.0,36387
Acurra,NSX,2022,False,3.9,310,227,8.1,60559
Skoda,Superb,2024,False,1.4,369,280,4.4,41239
BYD,Han,2020,False,1.6,338,341,4.5,25775
Perodua,Aruz,2015,False,2.1,114,147,6.6,20799
Chery,eQ1,2021,False,1.4,128,179,11.8,26342
Ferarri,812 Superfast,2019,False,2.2,363,384,4.7,308538
Toyoto,Highlander,2018,False,2.9,376,254,7.7,71844
Teslla,Model S,2021,True,0.0,316,620,2.7,181032
Great Wall,Cannon,2016,False,1.7,173,240,5.6,49155
Toyoto,Corolla,2016,False,1.2,186,211,8.5,20152
Perodua,Aruz,2023,False,2.3,152,193,11.0,24632
McLarren,Artura,2020,False,4.9,400,431,2.5,99089
Fourd,Escape,2023,False,1.9,289,297,6.9,15712
Proton,Saga,2022,False,1.7,145,136,8.8,31148
Fourd,Escape,2021,False,2.8,371,268,8.8,64812
Nisann,Rogue,2024,False,2.2,302,267,4.2,35600
Renault,Megane,2024,False,1.5,120,343,6.5,31367
Hondda,Pilot,2020,False,3.5,317,219,6.6,39424
Chery,eQ1,2016,False,1.2,93,133,6.1,17043
Lada,XRAY,2020,False,1.3,158,183,8.9,11501
Renault,Kadjar,2021,False,3.5,295,348,7.1,78874
Fiat,Panda,2016,False,1.9,180,148,9.1,26605
BYD,Han,2024,False,3.9,169,201,4.9,27131
MG,Marvel R,2016,True,0.0,508,314,3.2,44006
BYD,Dolphin,2020,True,0.0,946,345,6.1,198398
Proton,Exora,2017,False,1.6,103,190,7.9,14815
Suzuki,Jimny,2021,False,2.1,75,142,7.0,21863
BWM,i4,2019,True,0.0,235,832,2.4,133094
Renault,Scenic,2019,False,4.0,231,224,5.2,17747
Citroen,Picasso,2019,False,3.2,398,157,4.5,35771
Skoda,Octavia,2022,False,2.6,210,266,6.6,67040
BWM,X5,2015,False,6.2,381,297,5.5,144228
Peugeot,3008,2018,False,3.1,150,330,7.4,19222
Geely,Okavango,2017,False,1.9,105,140,6.2,8405
Teslla,Model Y,2023,True,0.0,920,795,3.2,148503
Skoda,Fabia,2018,False,2.7,271,162,8.5,31978
BYD,Han,2021,False,1.8,264,315,7.7,41843
Kia,Sportage,2017,False,1.2,193,147,7.0,13374
Renault,Kadjar,2017,False,1.1,394,219,8.0,59752
BYD,Tang,2016,False,1.7,178,230,5.6,72259
SsangYong,Tivoli,2020,False,2.1,323,318,5.3,54482
Volkswagon,ID.4,2020,True,0.0,376,541,5.6,146329
Skoda,Kodiaq,2016,False,2.8,121,156,4.5,63595
Volkswagon,Atlas,2023,False,2.3,127,290,5.0,44320
Opel,Corsa,2024,False,1.7,228,239,7.5,26950
Chevrolett,Malibu,2016,False,3.1,376,247,5.3,63690
Lexas,NX,2023,False,1.0,272,239,9.0,46086
Ferarri,488 GTB,2015,False,2.2,664,303,3.2,290362
Lada,Niva,2015,False,2.2,70,151,6.3,20849
Porche,Boxster,2017,False,5.8,620,412,3.2,300505
BWM,i8,2017,True,0.0,693,703,4.6,37951
Opel,Astra,2019,False,2.1,360,247,7.5,37431
Ferarri,F8 Tributo,2017,False,2.4,773,636,4.5,190701
Toyoto,RAV4,2023,False,3.8,211,213,8.9,71545
Lexas,IS,2023,False,3.6,193,184,7.6,59628
Suzuki,Baleno,2019,False,1.2,159,193,10.3,11533
Acurra,MDX,2015,False,1.7,359,214,9.0,75842
MG,Marvel R,2023,True,0.0,527,814,6.3,65482
Perodua,Axia,2021,False,1.9,114,173,6.9,32291
Dacia,Logan,2021,False,2.1,152,166,11.9,16839
Fourd,Mach-E,2023,True,0.0,534,524,3.2,122706
Dacia,Lodgy,2023,False,1.1,182,137,9.1,28661
Dacia,Sandero,2019,False,1.8,169,186,9.0,31387
MG,Marvel R,2017,True,0.0,568,296,4.4,100335
BYD,Atto 3,2015,True,0.0,541,883,5.1,153823
Porche,Boxster,2020,False,4.5,680,642,5.4,151518
Chevrolett,Bolt,2020,True,0.0,745,619,4.5,99670
Peugeot,208,2019,False,2.3,218,337,5.3,25739
Suzuki,Swift,2022,False,1.7,94,109,8.5,12414
Dacia,Sandero,2017,False,2.3,101,173,9.9,12182
Geely,Coolray,2022,False,1.2,75,218,8.9,32061
Infiniti,Q60,2021,False,3.8,302,155,5.6,61328
Perodua,Aruz,2018,False,1.2,172,204,10.0,17999
Volkswagon,Golf,2022,False,2.3,359,229,7.7,62608
Fourd,Focus,2020,False,2.8,301,292,7.5,29430
McLarren,720S,2015,False,4.6,582,456,3.9,116759
Hondda,Civic,2019,False,1.1,367,210,8.3,72914
Porche,Cayman,2024,False,5.7,497,437,3.7,377425
Suzuki,Vitara,2020,False,1.4,131,103,6.7,27380
Mitsubishi,Galant,2019,False,1.5,125,148,7.1,20351
Chery,Tiggo,2018,False,1.5,135,174,9.6,14733
Geely,Emgrand,2015,False,1.3,70,184,8.3,32111
BWM,i8,2018,True,0.0,938,953,3.4,102631
Teslla,Model 3,2015,True,0.0,957,734,2.8,179908
Seat,Arona,2020,False,2.5,309,199,7.6,23133
Infiniti,Q60,2016,False,2.0,394,208,8.7,61554
Seat,Leon,2023,False,2.0,286,306,7.8,53827
Porche,Panamera,2017,False,5.8,635,539,3.2,319676
SsangYong,Tivoli,2020,False,3.5,305,345,8.5,44102
Perodua,Myvi,2023,False,1.4,174,161,8.7,28722
Renault,Scenic,2019,False,2.2,297,174,5.2,75826
Fourd,Escape,2015,False,3.9,127,197,5.8,51491
Mercedez,S-Class,2016,False,3.0,632,427,3.3,180817
Mitsubishi,Lancer,2015,False,1.5,72,205,9.9,25098
Suzuki,Vitara,2017,False,2.4,111,133,11.9,34414
Chery,Exeed,2015,False,2.1,186,176,10.5,12687
BYD,Seal,2021,True,0.0,481,324,3.4,190388
Teslla,Model 3,2020,True,0.0,442,712,4.0,130829
Great Wall,Poer,2023,False,3.4,377,253,7.8,32168
Perodua,Aruz,2021,False,1.7,125,150,8.5,8908
Opel,Astra,2015,False,3.0,270,211,4.7,44195
Infiniti,QX60,2015,False,2.4,363,278,8.7,32510
Lada,Vesta,2020,False,1.5,110,159,7.6,14423
Fiat,Punto,2017,False,1.1,76,179,10.6,25111
Fiat,500X,2018,False,2.1,185,208,7.7,33287
Kia,Stinger,2017,False,1.1,181,183,6.9,8911
MG,ZS,2018,False,1.1,292,206,8.5,61458
Awdi,e-tron,2019,True,0.0,294,277,4.7,60121
BYD,Dolphin,2023,True,0.0,551,493,2.3,186257
Seat,Tarraco,2022,False,3.0,202,196,6.4,36276
BYD,Dolphin,2015,True,0.0,767,687,6.1,54833
Infiniti,Q50,2019,False,3.2,252,257,6.0,52860
Fourd,Mach-E,2018,True,0.0,398,702,2.4,103195
Mercedez,S-Class,2018,False,2.1,568,423,4.4,348025
Nisann,Rogue,2024,False,2.2,133,330,8.2,44113
Dacia,Logan,2016,False,1.2,159,219,11.9,9039
Hyundai,Elantra,2020,False,1.3,224,260,8.1,52737
Proton,Iriz,2019,False,1.2,183,171,11.7,11547
Great Wall,Wey VV7,2023,False,1.4,347,205,7.2,56172
Ferarri,Portofino,2021,False,2.3,426,366,4.9,112934
Volkswagon,Tiguan,2024,False,2.4,311,349,5.3,54149
Mazada,MX-5 Miata,2023,False,1.9,257,259,6.9,70142
Lamborgini,Aventador,2016,False,4.5,715,613,3.3,135802
Infiniti,QX50,2023,False,2.2,337,296,4.5,24882
Volkswagon,Golf,2018,False,1.7,319,208,7.7,47160
BYD,Han,2017,False,1.0,237,230,6.9,44764
Mitsubishi,Galant,2018,False,2.0,147,149,10.0,29910
Kia,Forte,2016,False,2.1,90,164,11.7,15031
Teslla,Model S,2017,True,0.0,328,425,4.4,174636
Chery,Tiggo,2018,False,2.4,197,120,10.1,22342
Suburu,Impreza,2018,False,1.1,224,325,6.3,50779
Opel,Grandland,2019,False,2.6,163,304,6.3,19451
Seat,Ateca,2017,False,2.8,399,265,8.1,72971
MG,Marvel R,2020,True,0.0,231,874,6.5,39800
Lamborgini,Murcielago,2023,False,4.6,559,554,2.6,162049
Proton,Persona,2016,False,1.5,186,214,6.3,17043
Lexas,LC 500,2017,False,2.9,280,319,5.0,52110
Great Wall,Haval H6,2016,False,3.1,144,239,8.3,29849
Lamborgini,Aventador,2024,False,5.5,431,467,4.8,185414
Peugeot,2008,2017,False,3.3,284,275,6.7,35591
Kia,Soul,2019,False,1.5,142,212,10.9,21606
Acurra,TLX,2019,False,3.2,237,286,5.9,73780
Teslla,Model S,2022,True,0.0,834,816,3.9,177303
Hondda,Pilot,2017,False,3.4,283,185,5.0,68969
Teslla,Roadster,2015,True,0.0,703,744,2.4,130934
BWM,M3,2020,False,4.8,500,462,3.7,294296
Skoda,Fabia,2017,False,4.0,308,162,5.3,42823
Hyundai,Genesis,2015,False,3.6,363,221,6.3,15675
McLarren,Artura,2016,False,2.1,371,378,4.4,99422
BWM,X5,2022,False,5.3,539,423,2.7,396393
BYD,Seal,2020,True,0.0,793,675,2.1,144104
Toyoto,Prius,2019,True,0.0,783,940,2.4,47524
Chevrolett,Malibu,2021,False,3.8,357,338,4.2,32910
Hyundai,Elantra,2021,False,3.1,241,303,4.9,52039
BYD,Tang,2020,False,3.4,194,150,8.0,35551
Fiat,Punto,2022,False,1.9,105,216,11.6,11285
Proton,Saga,2017,False,2.4,133,121,6.3,23110
Geely,Emgrand,2022,False,1.9,123,211,8.2,26232
Fiat,Tipo,2016,False,2.4,118,181,10.4,19240
SsangYong,Korando,2022,False,1.0,334,216,7.7,59462
Suburu,Outback,2015,False,2.9,335,288,5.0,78822
Kia,Soul,2024,False,2.5,156,118,9.3,30300
Suzuki,Jimny,2021,False,1.1,178,195,7.9,9617
Mitsubishi,Galant,2016,False,1.6,148,197,6.9,14546
Ferarri,488 GTB,2015,False,5.7,487,579,4.5,388929
Proton,Persona,2019,False,1.6,128,164,7.8,17951
Nisann,Altima,2021,False,3.8,265,177,6.4,62773
Porche,911,2017,False,4.8,681,376,4.5,132022
Fiat,500,2021,False,1.8,122,129,10.4,31058
Chevrolett,Bolt,2018,True,0.0,211,357,3.3,38218
Mercedez,S-Class,2016,False,4.6,690,620,5.4,169227
Chevrolett,Camaro,2020,False,1.6,161,330,6.1,55325
Hondda,Accord,2022,False,1.1,249,244,5.2,26727
Mercedez,E63 AMG,2021,False,6.3,398,448,4.2,210836
BYD,Tang,2015,False,3.0,265,234,8.8,78795
Renault,Clio,2022,False,2.9,256,320,8.4,75002
Dacia,Logan,2021,False,1.3,79,112,10.7,25463
Lamborgini,Gallardo,2015,False,6.4,466,308,3.3,173559
Teslla,Model 3,2023,True,0.0,215,900,5.4,97040
Ferarri,Roma,2016,False,2.4,302,433,3.2,169785
Mercedez,S-Class,2015,False,5.5,682,432,4.9,146250
Citroen,C4,2024,False,3.1,400,237,6.2,71233
Lada,XRAY,2018,False,2.4,175,96,7.5,31578
Volkswagon,Jetta,2020,False,2.4,368,261,8.0,72825
Lada,Niva,2021,False,2.0,97,212,9.5,15932
Suburu,Forester,2019,False,3.7,225,302,9.0,53424
Lada,Largus,2021,False,1.8,136,107,7.3,20054
Lamborgini,Urus,2018,False,4.3,462,396,4.4,322244
Kia,Stinger,2023,False,1.7,189,169,10.8,18832
Kia,Soul,2021,False,2.0,130,207,9.8,27972
Porche,Panamera,2022,False,2.2,394,582,3.8,208099
Awdi,A8,2022,False,4.8,764,367,3.0,180237
Lamborgini,Gallardo,2023,False,3.2,776,616,4.1,388558
Teslla,Model S,2022,True,0.0,935,687,6.4,90497
BWM,i4,2017,True,0.0,369,953,5.4,187695
Fourd,Escape,2020,False,1.8,166,201,7.6,55040
McLarren,720S,2018,False,2.4,565,389,5.3,310197
Suburu,Outback,2024,False,4.0,145,198,8.8,46307
Infiniti,Q50,2018,False,3.4,159,158,7.5,21915
Mercedez,G-Wagon,2024,False,6.0,533,468,4.4,99029
Renault,Clio,2018,False,1.7,230,249,8.0,63568
Chevrolett,Corvette,2018,False,2.4,225,304,4.9,18403
Volkswagon,Atlas,2016,False,1.7,339,348,5.3,66620
McLarren,GT,2020,False,3.7,577,460,3.8,227946
Opel,Grandland,2015,False,2.0,220,335,7.1,24494
Great Wall,Haval H6,2015,False,2.9,317,151,7.9,28638
McLarren,720S,2022,False,3.7,733,287,3.3,153729
SsangYong,Tivoli,2017,False,1.8,336,310,8.5,39396
SsangYong,Korando,2022,False,1.3,314,227,6.4,66708
Skoda,Kodiaq,2016,False,2.5,187,190,6.4,23938
McLarren,GT,2016,False,6.1,789,513,3.7,86818
Renault,Scenic,2015,False,3.4,250,187,7.0,22779
Proton,Exora,2017,False,1.6,142,154,11.9,9130
Renault,Megane,2016,False,3.3,199,321,7.9,33568
Acurra,MDX,2017,False,2.2,229,188,5.5,60682
Porche,911,2017,False,3.1,494,348,3.7,276627
Mercedez,AMG GT,2020,False,2.3,718,501,2.9,231601
MG,HS,2022,False,3.6,351,166,4.0,54833
MG,HS,2021,False,1.9,165,224,7.3,30969
Geely,Atlas,2017,False,2.0,114,145,10.6,29287
Fiat,Tipo,2017,False,1.7,156,163,12.0,10691
Chery,QQ,2022,False,1.9,156,160,8.2,26704
Volkswagon,Golf,2020,False,1.3,172,274,6.3,18237
Ferarri,488 GTB,2019,False,3.6,446,332,3.8,91674
Lamborgini,Gallardo,2019,False,2.1,426,285,4.7,263626
Mercedez,EQS,2023,True,0.0,883,608,3.9,91375
Hondda,NSX,2016,False,3.9,176,339,4.5,20723
Infiniti,QX50,2024,False,3.2,145,185,7.8,66288
Lada,Niva,2019,False,1.4,90,107,9.7,32183
Chevrolett,Bolt,2015,True,0.0,983,400,4.2,182488
Mazada,RX-8,2021,False,1.4,385,282,8.1,22188
Volkswagon,Jetta,2019,False,2.8,396,288,7.9,63430
BWM,M3,2021,False,6.2,753,527,3.7,84279
SsangYong,Tivoli,2016,False,4.0,221,176,4.5,69044
Mercedez,C63 AMG,2017,False,4.7,355,612,4.1,394837
Citroen,C5,2015,False,3.6,307,259,4.5,61042
MG,5,2016,False,2.4,308,228,4.8,63213
MG,HS,2020,False,1.6,273,162,5.7,45694
Chery,eQ1,2022,False,2.2,177,133,9.7,28292
Kia,Soul,2015,False,1.9,73,182,11.8,19949
Fiat,500,2019,False,1.5,188,122,10.0,12130
Hyundai,Elantra,2023,False,3.6,245,272,6.5,28603
Infiniti,Q60,2018,False,2.7,350,323,6.5,42153
Mercedez,AMG GT,2016,False,5.3,646,456,3.5,103326
Dacia,Spring,2021,False,2.3,124,175,9.9,11275
Kia,Soul,2021,False,2.3,108,118,8.6,26422
Lexas,GS,2023,False,1.7,367,221,4.3,18211
Acurra,TLX,2020,False,2.6,195,174,5.8,69868
Awdi,A4,2017,False,3.4,572,614,4.6,187403
Dacia,Spring,2017,False,1.7,164,98,10.3,20933
Kia,Sportage,2018,False,1.1,111,141,8.9,25955
Fourd,Mustang,2019,False,1.2,370,337,4.6,66342
Suburu,Impreza,2015,False,3.9,126,311,6.5,50843
Kia,Sorento,2024,False,1.2,128,166,11.7,21613
Perodua,Axia,2018,False,1.8,145,182,8.3,23015
Lamborgini,Aventador,2021,False,4.0,339,623,2.8,380802
Fourd,F-150,2021,False,2.9,239,307,6.5,62578
BYD,Tang,2018,False,2.8,233,311,5.2,27367
Perodua,Alza,2017,False,1.9,188,215,7.9,16228
Acurra,RDX,2017,False,1.2,121,265,4.0,54601
Peugeot,508,2016,False,1.4,393,229,7.6,35918
SsangYong,XLV,2016,False,1.7,339,296,5.9,32329
Proton,X70,2015,False,1.4,159,150,7.2,8849
McLarren,Artura,2021,False,5.8,403,440,4.7,289226
BYD,Atto 3,2016,True,0.0,688,980,3.7,96694
Skoda,Kodiaq,2017,False,2.1,387,288,4.3,30338
Hyundai,Santa Fe,2020,False,1.1,282,316,8.7,65326
Peugeot,3008,2023,False,1.1,305,235,5.8,53544
Fourd,F-150,2018,False,3.3,259,303,4.4,29365
Suburu,Forester,2020,False,3.8,325,259,8.0,55062
Skoda,Karoq,2022,False,2.2,362,311,8.3,70563
Peugeot,308,2015,False,1.8,126,154,5.7,62971
Skoda,Fabia,2017,False,3.8,209,215,7.7,44630
Volkswagon,Atlas,2021,False,3.8,234,178,7.2,15854
Suzuki,Swift,2024,False,1.7,108,169,11.9,28954
Opel,Corsa,2016,False,3.9,235,332,8.9,55718
Geely,Coolray,2016,False,2.1,131,186,10.3,16937
Porche,Cayman,2020,False,2.5,587,445,4.4,164033
Mercedez,S-Class,2023,False,3.9,419,623,4.0,115714
Peugeot,5008,2023,False,2.1,341,154,5.7,64546
Volkswagon,Jetta,2022,False,2.3,229,332,5.2,77492
Toyoto,Camry,2024,False,2.2,385,347,4.9,49379
Mercedez,G-Wagon,2020,False,3.8,625,541,4.0,121267
Chevrolett,Tahoe,2018,False,3.6,262,287,7.1,38140
Mercedez,G-Wagon,2018,False,4.4,502,609,5.4,394833
Seat,Arona,2024,False,1.3,196,327,6.9,33596
Perodua,Bezza,2023,False,1.6,71,209,9.5,33098
Opel,Corsa,2017,False,3.0,362,335,4.9,44566
Fiat,Tipo,2020,False,1.9,184,137,10.1,30321
Awdi,A4,2020,False,3.2,335,434,2.5,218192
Geely,Atlas,2018,False,1.1,155,136,8.2,10364
Hondda,NSX,2017,False,1.3,131,302,7.4,74330
Opel,Grandland,2015,False,4.0,355,283,8.0,61229
Geely,Azkarra,2022,False,2.0,169,165,10.9,28056
Teslla,Roadster,2021,True,0.0,694,343,2.9,135425
Suburu,Outback,2015,False,3.8,174,348,8.3,79136
Seat,Ibiza,2022,False,1.6,157,220,6.7,32239
Seat,Leon,2019,False,1.7,216,259,8.3,30037
Ferarri,SF90,2019,False,5.3,521,559,3.0,114467
SsangYong,Tivoli,2022,False,2.2,182,306,4.2,74754
Seat,Arona,2015,False,1.4,316,241,5.5,32780
Dacia,Duster,2023,False,1.1,195,182,6.2,31999
Hondda,Insight,2016,True,0.0,949,326,2.4,140100
Peugeot,3008,2022,False,3.9,236,300,4.9,22302
Mercedez,S-Class,2015,False,2.7,580,636,2.7,251404
Skoda,Superb,2020,False,2.3,287,331,7.8,71128
Great Wall,Cannon,2018,False,2.1,269,150,9.0,41942
MG,5,2023,False,1.2,344,195,4.7,50905
Suzuki,Baleno,2024,False,1.8,76,124,6.1,23554
Hondda,Civic,2020,False,1.6,225,342,6.8,22682
Lexas,RX,2021,False,1.9,354,271,8.9,55147
Skoda,Kodiaq,2023,False,1.6,128,213,5.0,41707
Fiat,500X,2024,False,2.1,152,117,6.2,13708
Mazada,CX-5,2015,False,3.9,334,194,8.4,33649
Seat,Leon,2016,False,3.6,164,340,6.2,53424
Teslla,Model 3,2015,True,0.0,824,788,4.2,152303
Hondda,Pilot,2024,False,1.6,131,197,5.6,48956
Hondda,Pilot,2015,False,3.7,338,276,6.5,66334
Lexas,RX,2019,False,1.7,324,232,6.6,54318
Seat,Tarraco,2018,False,2.2,253,276,5.1,50789
Teslla,Model 3,2015,True,0.0,426,762,4.7,84506
Toyoto,Supra,2024,False,4.0,243,317,6.1,41661
Mitsubishi,Eclipse Cross,2023,False,2.5,193,107,10.9,11380
Chery,Arrizo,2020,False,1.1,124,143,11.9,11193
Nisann,Rogue,2023,False,3.7,259,227,6.5,49650
Acurra,NSX,2021,False,3.1,262,264,7.2,27550
SsangYong,Musso,2019,False,1.1,349,237,8.3,60897
SsangYong,Tivoli,2017,False,1.4,194,233,6.7,66362
Mazada,CX-5,2018,False,2.3,129,344,8.2,45545
Dacia,Sandero,2016,False,2.1,103,150,9.3,12331
Geely,Emgrand,2017,False,1.5,188,212,9.8,9110
Lada,XRAY,2017,False,1.8,70,178,8.9,8168
Geely,Coolray,2022,False,1.2,140,198,8.8,17423
Fourd,F-150,2016,False,1.2,213,177,6.0,63101
Mitsubishi,Lancer,2017,False,1.5,134,100,9.7,26689
Hondda,NSX,2015,False,1.7,290,293,4.7,27183
Porche,Boxster,2017,False,4.7,698,320,3.1,112954
Fourd,Mach-E,2023,True,0.0,957,885,2.3,99350
Dacia,Lodgy,2023,False,2.3,145,105,6.5,25008
Peugeot,3008,2019,False,2.3,184,196,8.3,18227
Chery,Arrizo,2020,False,2.3,197,206,9.6,31977
Geely,Emgrand,2023,False,1.7,80,197,8.5,15233
Chevrolett,Corvette,2021,False,3.8,146,325,8.7,70290
Fiat,Tipo,2023,False,2.0,102,182,7.5,20429
Citroen,Berlingo,2015,False,2.2,254,244,4.6,26442
